codigo,nombre_iniciativa,facultad,carrera,instrumento,anio,semestre,modalidad,estado_sisav,n_estudiantes,n_academicos,n_titulados,n_empleadores,n_organizaciones_osc,n_titulados_charlista,n_titulados_expositor,n_titulados_asistente,n_empleadores_charlista,n_empleadores_expositor,n_empleadores_asistente,n_organizaciones_osc_charlista,n_organizaciones_osc_expositor,n_organizaciones_osc_asistente,competencia_sello,sello_tecnologia,sello_responsabilidad_social,sello_sustentabilidad,sello_genero,competencia_generica,dominios_disciplinares,ciclo_estudio,internacionalizacion,catedra_asignatura,comuna_rm,evidencia,cantidad_act_planificadas,cantidad_act_ejecutadas,requiere_revision,motivo_revision,_archivo_origen,_anio,_origen_dato
DEMO-0622,Iniciativa demo 0622,FAE,Ingeniería_en_Comercio_Internacional,VEDP,2025,2S,Online,Finalizada,38.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Planificar, programar y evaluar procesos constructivos, Gestionar y administrar proyectos y procesos constructivos, Desarrollar y ejecutar proyectos y procesos constructivos",2,False,Fomento de la Lectura; Animación Cultural y de la Lectura; Análisis de Información Documental II; Gestión de Bibliotecas Públicas,Penalolen,SI,6.0,5.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0623,Iniciativa demo 0623,FAE,Ingeniería_en_Gestión_Turística,VEDP,2025,1S,Presencial,Finalizada,124.0,0.0,1.0,17.0,1.0,1.0,0.0,0.0,2.0,7.0,8.0,0.0,0.0,1.0,RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Competencias identitarias Diseño UTEM; Competencias Red CRUCH,2,True,Procesos Industriales y control de Calidad,Penalolen,SI,7.0,6.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0624,Iniciativa demo 0624,FING,Ingeniería_Civil_Industrial,EXTENSION,2025,2S,Presencial,Finalizada,63.0,1.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,10.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Ingeniería del Conocimiento; Ingeniería de Datos,3,False,Seminario Diseño Industrial II,Talagante,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0625,Iniciativa demo 0625,FHTCS,Trabajo_Social,EXTENSION,2025,2S,Presencial,Finalizada,6.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Responsabilidad social,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar; Competencias para la empleabilidad y el Aprendizaje Continuo","Proyectar, Investigar, Valorar",1,False,Semiología: El grupo de interés son los alumnos de Diseño en Comunicación Visual con especial foco en los estudiantes de la asignatura de Semiología de la Carrera de Comunicación Visual a cargo de los profesores Magglio Chiuminatto Orrego y Jorge Gillies Arancibia,Las Condes,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0626,Iniciativa demo 0626,FCCOT,Ingeniería_Civil_en_Obras_Civiles,VEDP,2025,1S,Presencial,Finalizada,103.0,20.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo De Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional; Diseño y Gestión de Procesos Productivos Agroindustriales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional; Planificar, programar, diseñar, ejecutar, optimizar, dirigir, supervisar y evaluar procesos productivos en industrias de su competencia profesional. Integración conceptual, gráfica de diferentes componentes de la tecnología, conducentes a la presentación de la creación de procesos, equipos y productos. El diseño moderno y la operación de sus sistemas tecnológicos",2,False,"Biología General, Ingeniería Metabolica y Fermentaciones.",Santiago,SI,3.0,3.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0627,Iniciativa demo 0627,FCNMMA,Química_Industrial,VEDP,2025,2S,Presencial,Finalizada,100.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Responsabilidad social; Inclusión,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Competencias identitarias Diseño UTEM,3,False,Representación Técnica Digital,Cerrillos,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0628,Iniciativa demo 0628,FHTCS,Diseño_en_Comunicación_Visual,VEDP,2025,2S,Presencial,Finalizada,0.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,Responsabilidad social,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional",1,False,innovación y desarrollo de producto,Pudahuel,NO,1.0,1.0,True,sin evidencia,generador_sintetico_seed42,2025,sintetico
DEMO-0629,Iniciativa demo 0629,FCCOT,Arquitectura,EXTENSION,2025,1S,Hibrida,Finalizada,35.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,SUSTENTABILIDAD; RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Operación turística,2,False,TALLER DE ARQUITECTURA VIII,La Granja,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0630,Iniciativa demo 0630,FCNMMA,Ingeniería_en_Biotecnología,VEDP,2025,1S,Presencial,Finalizada,12.0,0.0,10.0,0.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Procesos en la industria alimentario,Salidas a terrenos nacionales sujeto a disponibilidad presupuestaria",3,False,Ingeniería de Software,Cerrillos,SI,3.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0631,Iniciativa demo 0631,FHTCS,Trabajo_Social,VEDP,2025,2S,Presencial,Finalizada,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Ingeniería del Conocimiento; Ingeniería de Datos,2,False,Taller de Diseño en Comunicación Visual IV (DISV6043) - Tipografía II (DISV6045); Taller de Diseño en Comunicación Visual IV () - Tipografía II (DISV6045),Talagante,NO,5.0,4.0,True,sin evidencia,generador_sintetico_seed42,2025,sintetico
DEMO-0632,Iniciativa demo 0632,FAE,Ingeniería_en_Gestión_Turística,EXTENSION,2025,1S,Presencial,Finalizada,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Planificar, programar y evaluar procesos constructivos, Gestionar y administrar proyectos y procesos constructivos",3,False,Diseño Industrial IV,Quinta Normal,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0633,Iniciativa demo 0633,FCCOT,Arquitectura,EXTENSION,2025,2S,Presencial,Finalizada,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tecnología; Sostenibilidad,True,False,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Expresivo, tecnologico",1,False,Introducción a Ingenería Biomédica,Quilicura,SI,6.0,6.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0634,Iniciativa demo 0634,FAE,Ingeniería_en_Comercio_Internacional,VT,2025,1S,Presencial,Finalizada,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Tecnología; Responsabilidad social,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Proyectar,2,False,Diseño Industrial I Diseño Industrial II,Vitacura,SI,4.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0635,Iniciativa demo 0635,FING,Ingeniería_en_Geomensura,EXTENSION,2025,2S,Presencial,Finalizada,19.0,0.0,15.0,0.0,27.0,1.0,0.0,14.0,0.0,0.0,0.0,2.0,11.0,14.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Operación turística; Planificación y Gestión Turística,1,False,Trabajo de título,Lo Prado,NO,1.0,1.0,True,sin evidencia,generador_sintetico_seed42,2025,sintetico
DEMO-0636,Iniciativa demo 0636,FCCOT,Ingeniería_en_Construcción,VT,2025,2S,Presencial,Finalizada,0.0,3.0,9.0,0.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Competencias identitarias Diseño UTEM,0,False,Introducción a la Bibliotecología y Documentación; Gestión de unidades de Información I,Providencia,SI,2.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0637,Iniciativa demo 0637,FAE,Ingeniería Comercial,CENTRALIZADAS,2025,2S,Presencial,Finalizada,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tecnología,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Proyectar e Investigar,3,False,Diseño Industrial IV,Pudahuel,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0638,Iniciativa demo 0638,FHTCS,Trabajo_Social,VEDP,2025,2S,Hibrida,Finalizada,38.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Tiene una conducta ética para orientar su comportamiento profesional, flexibilidad y capacidad de adaptación.Difusión de resultados de la investigación estudiantil.Muestras o exhibiciones académicas",1,False,Fotografía II,Cerrillos,SI,6.0,5.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0639,Iniciativa demo 0639,FHTCS,Diseño_Industrial,VEDP,2025,1S,Presencial,No ejecutada,2.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,Tecnología; Sostenibilidad,True,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Gestión de unidades y servicios de información; Administrador y diseñador de sistemas y servicios documentales, bibliográficos y administrativos",3,False,NOCIONES ELEMENTALES DEL DERECHO PENAL CHILENO DESDE EL TRABAJO SOCIAL/ Legislación familiar,La Granja,SI,4.0,4.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0640,Iniciativa demo 0640,FHTCS,Trabajo_Social,VEDP,2025,2S,Online,Finalizada,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Competencias identitarias Diseño UTEM,2,False,"Diseño Industrial III, 	Práctica Técnico Profesional,Diseño Industrial VII",Lo Espejo,SI,4.0,4.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0641,Iniciativa demo 0641,FING,Ingeniería_en_Ciencias_de_Datos,EXTENSION,2025,2S,Presencial,Finalizada,0.0,3.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,Responsabilidad social; Sostenibilidad,False,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Ingeniería de procesos de transformación física, química y/o Bioquímica; Gestión del aseguramiento de calidad; Investigación, desarrollo e innovación",3,False,Derecho Civil I: Introducción y Personas; Derecho Procesal I: Parte General; Derecho Penal II: Parte General,San Miguel,SI,4.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0642,Iniciativa demo 0642,FCNMMA,Ingeniería_Civil_Matemática,EXTENSION,2025,2S,Presencial,Finalizada,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SUSTENTABILIDAD,False,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Gestión Informática; Tecnologías de información y comunicación; Ingeniería de software,3,False,TALLER DE ARQUITECTURA    SEMINARIO I,Renca,NO,1.0,1.0,True,sin evidencia,generador_sintetico_seed42,2025,sintetico
DEMO-0643,Iniciativa demo 0643,FAE,Ingeniería_en_Gestión_Turística,EXTENSION,2025,1S,Presencial,Finalizada,43.0,4.0,0.0,21.0,0.0,0.0,0.0,0.0,3.0,6.0,12.0,0.0,0.0,0.0,Sostenibilidad; Tecnología,True,False,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Proyectual, expresivo tecnológico",2,False,Sin información,La Cisterna,SI,6.0,6.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0644,Iniciativa demo 0644,FING,Ingeniería_Civil_Industrial,VEDP,2025,1S,Presencial,Finalizada,24.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,TECNOLOGIA,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Proyectual, Histórico teórico, Expresivo tecnológico",3,True,Introducción a las ciencias farmacéuticas,La Florida,SI,6.0,4.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0645,Iniciativa demo 0645,FHTCS,Diseño_Industrial,EXTENSION,2025,Anual,Presencial,Finalizada,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL; SUSTENTABILIDAD,False,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Farmacia asistencial, hospitalaria y comunitaria",3,False,Introducción a las ciencias farmacéuticas,Maipu,SI,4.0,4.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0646,Iniciativa demo 0646,FAE,Bibliotecología_y_Documentación,VEDP,2025,2S,Presencial,Finalizada,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SUSTENTABILIDAD,False,False,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Específica - Ciencia de la tierra Aplicada (Res°01102 - Rediseño 2025); Específica - Geomensura en Ingeniería del Territorio (Res°01102 - Rediseño 2025),2,True,Taller de Investigación II - DISV6082 - 54 ESTUDIANTES; Taller de Investigación II -  - 54 ESTUDIANTES; Taller de Investigación II -  - 54 ESTUDIANTES; Taller de Investigación II -  - 54 ESTUDIANTES,El Bosque,SI,2.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0647,Iniciativa demo 0647,FCJS,Derecho,VEDP,2025,2S,Presencial,Finalizada,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SUSTENTABILIDAD,False,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Ciencia jurídica,2,False,Introducción a las ciencias farmacéuticas,Puente Alto,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0648,Iniciativa demo 0648,FHTCS,Diseño_en_Comunicación_Visual,VEDP,2025,2S,Presencial,Finalizada,99.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,10.0,30.0,1.0,0.0,1.0,SUSTENTABILIDAD; TECNOLOGIA,True,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Ciencias básicas,1,False,Diseño Industrial IV,La Cisterna,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0649,Iniciativa demo 0649,FING,Ingeniería_en_Informática,VEDP,2025,2S,Presencial,Finalizada,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TECNOLOGIA,True,False,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Políticas sociales y participación en lo público (Res°0191 - Rediseño 2025),0,False,Big Data,Nunoa,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0650,Iniciativa demo 0650,FING,Ingeniería_en_Ciencias_de_Datos,EXTENSION,2025,Anual,Presencial,Finalizada,14.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño y Desarrollo de Soluciones Electrónicas; Gestión y Supervisión de Proyectos Eléctricos, Electrónicos, de Telecomunicaciones y Control",1,False,Reactores Químicos,Talagante,SI,3.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0651,Iniciativa demo 0651,FING,Ingeniería_en_Ciencias_de_Datos,EXTENSION,2025,1S,Presencial,Finalizada,178.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Responsabilidad social,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Competencias identitarias Diseño UTEM, Competencias Red CRUCH",2,False,Máquinas térmicas,Pudahuel,SI,4.0,3.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0652,Iniciativa demo 0652,FHTCS,Cartografía_y_Geomática,VT,2025,2S,Presencial,Finalizada,27.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,TECNOLOGIA,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Ciencia Jurídica e Investigación,1,False,Taller de diseño en Comunicación Visual II,Penalolen,SI,7.0,5.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0653,Iniciativa demo 0653,FING,Ingeniería_en_Ciencias_de_Datos,EXTENSION,2025,2S,Online,Finalizada,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Ciencias de la ingeniería,2,False,TALLER DE INNOVACION Y EMPRENDIMIENTO,San Bernardo,NO,1.0,1.0,True,sin evidencia,generador_sintetico_seed42,2025,sintetico
DEMO-0654,Iniciativa demo 0654,FING,Ingeniería_Civil_Industrial,EXTENSION,2025,1S,Presencial,Finalizada,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Es un profesional del más alto nivel capaz de trabajar en forma independiente o en grupos interdisciplinario; Tiene la capacidad para investigar, innovar y dar lugar a nuevas tecnologías; Es capaz de plantear y resolver problemas específicos del área productiva; Posee el conocimiento, manejo y entrenamiento en legislación, normas y patentes; Posee la capacidad de autoaprendizaje, manejo de la comunicación oral y escrita, incluyendo el idioma inglés; Tiene una conducta ética para orientar su comportamiento profesional; Investigación Biotecnológica; Diseño, gestión y desarrollo de procesos y productos biotecnológicos",2,False,Normativa y Buenas Prácticas del Guía de Turismo; Planificación Turística,Talagante,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0655,Iniciativa demo 0655,FING,Ingeniería_Civil_en_Computación_Mención_Informática,EXTENSION,2025,2S,Presencial,Finalizada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Responsabilidad social; Tecnología,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Proyectual. charlas y talleres,2,False,Taller de Arquitectura IX - X,San Joaquin,NO,1.0,1.0,True,sin evidencia,generador_sintetico_seed42,2025,sintetico
DEMO-0656,Iniciativa demo 0656,FCNMMA,Ingeniería_Civil_Química,EXTENSION,2025,2S,Presencial,Finalizada,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TECNOLOGIA,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Tecnologías de Información; Ingeniería de software: desarrolla módulos, evalúa calidad e integra software con soporte en algoritmos. Evalúa demanda de software e introduce mejoras en su desempeño",3,False,Introducción a la Ingeniería en Construcción,Maipu,SI,8.0,6.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0657,Iniciativa demo 0657,FAE,Ingeniería_en_Comercio_Internacional,VT,2025,2S,Presencial,Finalizada,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Responsabilidad social,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional",3,False,gestión de operaciones- gestión logística-planificación y control de gestión.,La Pintana,SI,4.0,4.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0658,Iniciativa demo 0658,FCNMMA,Ingeniería_en_Biotecnología,VEDP,2025,2S,Presencial,Finalizada,30.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sostenibilidad; Responsabilidad social,False,True,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Planificación y Gestión Turística,3,False,DESARROLLO SUSTENTABLE EN CONSTRUCCION,La Reina,SI,2.0,2.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0659,Iniciativa demo 0659,FING,Ingeniería_Civil_en_Electrónica_,VEDP,2025,2S,Presencial,Finalizada,21.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,Responsabilidad social,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Planificación y Gestión Turística,2,False,Introducción a la Ingeniería Civil Química,Lo Barnechea,SI,3.0,3.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0660,Iniciativa demo 0660,FING,Ingeniería Civil Industrial,CENTRALIZADAS,2025,2S,Presencial,NO EJECUTADA,25.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Tecnología,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Dominios disciplinares; . Diseño de sistemas y procesos organizacionales, evaluación y desarrollo de sistemas y procesos organizacionales, gestión y dirección organizacional; . Diseño y gestión de procesos productivos agroindustriales, evaluación y desarrollo de sistemas y procesos organizacionales, gestión y dirección organizacional; . Planificar, programar, diseñar, ejecutar, optimizar, dirigir, supervisar, y evaluar procesos productivos en industrias de su competencia profesional. Integración conceptual, gráfica de diferentes componentes de la tecnología, conducentes a la presentación de la creación de procesos, equipos y productos. El diseño moderno y la operación de sus sistemas tecnológicos",1,False,Introducción a la Ingeniería Civil Matemática,San Miguel,NO,3.0,3.0,True,sin evidencia,generador_sintetico_seed42,2025,sintetico
DEMO-0661,Iniciativa demo 0661,FING,"Ingeniería Civil en Computación, mención Informática",CENTRALIZADAS,2025,2S,Presencial,Finalizada,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TECNOLOGIA; SUSTENTABILIDAD; RESPONSABILIDAD_SOCIAL,True,True,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Mantenimiento; Diseño y selección de equipos e instalaciones; Diseño y selección de procesos de fabricación y de manufactura; Proyectos mecánicos,3,False,Biología General/ Unidad de Investigación,La Florida,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0662,Iniciativa demo 0662,FAE,Ingeniería_en_Comercio_Internacional,VT,2025,2S,Presencial,Finalizada,20.0,0.0,45.0,0.0,0.0,5.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Representación del conocimiento y Gestión de información; Organizador, buscador y difusor de la información registrada en diferentes medios",1,False,Introducción a las ciencias farmacéuticas,Lo Espejo,NO,1.0,1.0,True,sin evidencia,generador_sintetico_seed42,2025,sintetico
DEMO-0663,Iniciativa demo 0663,FING,Ingeniería_Industrial,VEDP,2025,2S,Presencial,Finalizada,31.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Competencias identitarias Diseño UTEM, Competencias Red CRUCH",1,False,Diseño de Videojuegos y Simuladores 3D Virtuales,San Ramon,SI,1.0,1.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0664,Iniciativa demo 0664,FAE,Ingeniería_en_Comercio_Internacional,VT,2025,2S,Presencial,Finalizada,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional",1,False,Trabajo de titulo II,Huechuraba,SI,1.0,0.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0665,Iniciativa demo 0665,FING,Ingeniería_Civil_en_Electrónica_,EXTENSION,2025,1S,Presencial,Finalizada,19.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,25.0,RESPONSABILIDAD_SOCIAL; SUSTENTABILIDAD,False,True,True,False,"Competencias para la empleabilidad y el Aprendizaje Continuo; Competencias genéricas para la ciudadanía, la vida y el bienestar","Es un profesional del más alto nivel capaz de trabajar en forma independiente o en grupos interdisciplinarios; cuenta con una sólida formación en los diferentes campos de las ciencias básicas, ciencias de la ingeniería y biotecnología",2,False,Recursos y servicios de Información en Ciencias Sociales Artes y Humanidades,La Granja,SI,3.0,3.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0666,Iniciativa demo 0666,FAE,Bibliotecología_y_Documentación,VEDP,2025,1S,Online,Finalizada,186.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SOSTENIBILIDAD; RESPONSABILIDAD_SOCIAL,False,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Proceso químico industriales, Taller de intercambio de experiencias entre titulados/ as, estudiantes y académicos",2,False,Practica Profesional Unidad de Investigación y Trabajo de TITULO,Estacion Central,NO,2.0,2.0,True,sin evidencia,generador_sintetico_seed42,2025,sintetico
DEMO-0667,Iniciativa demo 0667,FING,Ingeniería_en_Informática,VEDP,2025,2S,Presencial,Finalizada,15.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,Tecnología,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Competencias identitarias Diseño UTEM, Competencias Red CRUCH",0,False,Derecho Civil I: Introducción y Personas,Vitacura,SI,4.0,3.0,False,,generador_sintetico_seed42,2025,sintetico
